id,drugName,condition,review,rating,date,usefulCount
6971,Aluminum chloride hexahydrate,Hyperhidrosis,"""So in high school over ten years ago I started to sweat really bad under my arms. It was super embarrassing to go through high school with this issue. After trying over the counter products and home remedies I gave up. So my Dr at the time recommended Drysol. I used it for just a few weeks and it worked so good. But then after a few months I noticed my armpits darkening. So I stopped using it. Now about 15 yrs later I&#039;ve tried so many things to lighten my armpits and nothing works. This stuff did 100% cure my sweaty armpits and I can now freely wear shirts without the sweat marks. But it burned me so bad that I have dark scars for life and still can&#039;t walk around freely with tank tops. I guess you can&#039;t win them all.""",7,05-Nov-15,5
131683,Effexor XR,Depression,"""Sadly only lasted 5 days on Effexor XR. The side effects from the 75mg dose was unlike anything I have experienced before. Within 10 hours of the first dose I had severe anxiety - something I had never experienced before. Within hours of second dose the extreme nausea came on. By day 3 I was pratically bed-ridden in cold sweats and feeling completely &quot;out of it&quot; . I persevered hoping the effects would begin to subside but by the 5th day I had severe nausea, couldn&#039;t get out of bed from feeling so sick, horrible tinnitus (ringing in the ears) and felt spaced out to the point that I began to wonder if I would ever feel &quot;normal&quot; again. Advised by GP to cease immediately on hearing my side effects.""",1,"April 24, 2016",18
188604,ParaGard,Birth Control,"""I had paragard for a year and a half and had cramping the whole time with terrible long heavy periods.  The last couple months I had it I was in so much pain I could hardly walk. Went to my doc and she said nothing seemed wrong.  Then the next day I went to the ER and had it removed. It had slipped a little and was causing a lot of discomfort. I will never get an IUD again. I&#039;m lucky I didn&#039;t need surgery like some women""",1,29-Jan-16,4
19559,Pregabalin,Generalized Anxiety Disorde,"""Pregabalin for me was miraculous. On the first dose (75mg three times a day) my anxiety was reversed. I really thought this was too good to be true. I have tried Prozac and lorazepam at different times of my life. But as is commonly known, after the fourth or fifth trial of SSRIs, they &quot;peter out&quot; and actually become counter productive, even in some cases causing serotonin syndrome. But about two years ago, I was in a very stressful marriage break-up and was taking benzodiazepines to keep the lid on the anxiety, with little effect. The GP respected my wish to try Lyrica. I was and still am, after two years, astounded by this transformation. I feel like I always felt I should feel. A cessation of anxiety and a sense of well being pervades. """,10,31-Jul-13,228
104580,Ethinyl estradiol / levonorgestrel,Birth Control,"""I just started taking this birth control about 12 days ago when I started my period, and I&#039;m still bleeding as if I&#039;m still on my period. The flow is light however the length of my average period is 2 weeks when I wasn&#039;t on birth control. So maybe the medication is altering my system %u2026I do feel nauseous and I crave like crazy. I do feel a little depressed because my period isn&#039;t gone yet but overall it 
seems to be a good birth control so far. """,9,16-Jul-11,4
26989,Ultram,Pain,"""I have severe scar tissue and adhesions from mutiple surgeries and the pain was intense it is in my pelvic area. I fill like I&#039;m having a bad cycle every day and walking intensifies the pain this is a every day feeling. My doctor tried me on Ultram and it has been a God send. I take it three times a day. Without it it would be hard to walk so I give it a 10 thank you.""",10,24-Feb-12,36
128575,Phentermine,Obesity,"""Started out yesterday at 242 and this morning I was only 239.6 not hungry at all""",10,07-Jun-15,5
122089,Venlafaxine,Depression,"""I was first prescribed Effexor 13 years ago and was taking 225 mg. I was on it for a few years and stopped taking when I was pregnant with my first child. I was put on Paxil (gained so much weight) and then Zoloft. I took the Zoloft off and on for years until it just wasn&#039;t working for me anymore. I was then put on Welbutrin while still taking 25mg of Zoloft. I quit smoking (had no desire to smoke) but then became suicidal. My doctor then put me back on Effexor and I currently only take 75 mg. I feel amazing. Yeah the side effects are bad, I&#039;ve gained weight (lost weight the first time I was on it), have sexual side effects, and get quite shaky/jittery if I&#039;m late on a dose. But I&#039;m finally the mom I&#039;ve always wanted to be.""",8,13-Dec-10,36
191146,Campral,Alcohol Dependence,"""Drank for thirty years, lost everything, struggled with benders for past 2 years after rehab, no hope. 3 months post Campral. 333mg per day. The only time I think about taking a drink is when I am thinking that I am not thinking of taking a drink. Truly feel it has had an anti-depressant effect for me. Sleep great and the only side effect is an occassional dizziness. Tell everyone you know struggling.""",10,12-Nov-09,80
120889,Venlafaxine,Depression,"""I took Effexor for the first and last time yesterday around 7:41 am . At first I couldn&#039;t feel my arms or face and then it felt like fire works were going off in my head . I yawned all day long and each time I did I felt like my own tongue was gagging me . The worst of it was around 3:45 am I woke up shaking uncontrollably falling over couldn&#039;t see straight it felt like I was being electrocuted it was to the point I either wanted to be knocked out or die . My husband found me shaking and rocking back and forth in our living room floor . This drug for me personally was horrific .""",1,12-Oct-17,5
167387,Levonorgestrel,Emergency Contraception,"""Had unprotected sex near my ovulation date and freaked out so I went to go get the Plan B pill. Was $24 since my insurance covered some of it and had my boyfriend pay for it. I was really nauseous on and off, had headaches and was dizzy. I was REALLY tired too. My period came two weeks earlier and it was really bad. Had big blood clots, really heavy period. The cramps were terrible. It was an unpleasant experience. BUT no baby. So that&#039;s good. Really helped. Really wish guys would go through this too. It&#039;s really unfair all we women go through.""",10,20-Mar-16,14
204427,BuSpar,Anxiety,"""I did not like this medication. For anxiety, I have also tried Hydroxyzine (Atarax). I guess this is just my personal body chemistry but I actually prefer Atarax to this unlike most people. This made me VERY lightheaded and dizzy. I can&#039;t exactly remember the effect it had on anxiety, I think it may have helped a little.""",4,13-Sep-15,17
58200,Acetaminophen / hydrocodone,Pain,"""Was very beneficial when taken with a muscle relaxer for extreme pain in neck and arm. I was also taking Naproxen.""",8,20-Oct-08,21
147575,Aviane,Birth Control,"""I read so many bad experiences and horror stories about this pill, I was terrified. I am now on my second week of Aviane and have no symptoms.""",10,11-Jan-11,9
181913,Inderal,Migraine Prevention,"""Have been taking for over 20 years, works good for getting less migraines and even better, helps my tremors.  However, when I switched to try the generic, it did neither.  Now my insurance wants to make me pay a fee for not being able to use the generic. A fee that equals the list price of the medicine without insurance.  I can not afford to go from 100.00 copay for a 3 month supply to 1300.00 for the same amount.""",10,29-Jan-15,45
177034,Promethazine,Nausea/Vomiting,"""For uncontrolled nausea and vomiting that has been diagnosed as a migraine variant, the Phenergan suppository is the only medicine that works.  It put me to sleep and and helps to greatly lessen the nausea.  This medication works!  Getting a physician to understand the diagnosis is not always easy.""",10,25-Sep-10,22
213569,Tioconazole,Vaginal Yeast Infection,"""So the cream itches and burns like anything. Only an hour into it but good grief.  I have coconut oil I previously bought specifically for my daughter&#039;s diaper rash, which I applied and is taking the edge off. Next time,  diflucan.  Ugh.""",3,13-Sep-17,0
